ObjectID,gponOntOntsideAggGemIntervalReceiveBlocksCounter64,gponOntOntsideAggGemIntervalReceiveFrags,gponOntOntsideAggGemIntervalTransmitBlocksCounter64,gponOntOntsideAggGemIntervalTransmitFrags
R1.S1.LT7.PON11.ONT30,8729594,519474,8297024,401816
R1.S1.LT2.PON13.ONT32,49907810,1736720,1351238,659472
R1.S1.LT7.PON11.ONT31,328,187,1352,403
R1.S1.LT2.PON13.ONT33,270,106,1524,506
R1.S1.LT4.PON12.ONT22,0,0,0,0
R1.S1.LT7.PON10.ONT23,2465848,384320,8388407,438424
R1.S1.LT7.PON12.ONT21,66834,3406,9369,2358
R1.S1.LT5.PON16.ONT24,6448,1058,10552,2276
R1.S1.LT6.PON10.ONT23,13293708,448890,433494,242653
R1.S1.LT7.PON11.ONT23,137912,13538,41237,12803
R1.S1.LT7.PON12.ONT22,462,183,2241,724
R1.S1.LT4.PON12.ONT20,10192812,357573,449634,208508
R1.S1.LT5.PON16.ONT21,3264,556,5218,1075
R1.S1.LT7.PON10.ONT21,1688043,124965,1323113,96771
R1.S1.LT7.PON11.ONT24,19148925,728878,591754,210202
R1.S1.LT5.PON16.ONT22,428,225,1499,494
R1.S1.LT6.PON10.ONT21,202139,8107,18445,4388
R1.S1.LT7.PON10.ONT22,0,0,0,0
R1.S1.LT7.PON11.ONT21,1969262,69748,49145,22701
R1.S1.LT7.PON12.ONT20,265,97,1563,450
R1.S1.LT8.PON15.ONT13,2059,249,4545,999
R1.S1.LT8.PON15.ONT10,315,155,985,330
R1.S1.LT7.PON12.ONT23,146,51,1433,390
R1.S1.LT8.PON15.ONT11,3930660,165930,258312,80792
R1.S1.LT4.PON12.ONT21,4565,1115,17379,7466
R1.S1.LT2.PON14.ONT37,1912,1352,324,124
R1.S1.LT8.PON15.ONT12,1339,162,3461,776
R1.S1.LT2.PON14.ONT38,476793,19156,30771,12925
R1.S1.LT2.PON14.ONT39,444235,17373,21692,8188
R1.S1.LT2.PON14.ONT36,4172,1318,5481,1212
R1.S1.LT2.PON14.ONT40,163,76,1394,455
R1.S1.LT7.PON11.ONT48,200,96,1157,383
R1.S1.LT2.PON13.ONT47,1848324,67405,115252,48987
R1.S1.LT2.PON13.ONT48,4979994,168541,74928,40953
R1.S1.LT2.PON14.ONT44,1846835,74292,74247,19233
R1.S1.LT5.PON16.ONT49,14139713,610553,1709405,240618
R1.S1.LT7.PON10.ONT49,2144,244,4422,1061
R1.S1.LT2.PON14.ONT41,5324023,190813,363008,97547
R1.S1.LT7.PON11.ONT49,594,120,2063,730
R1.S1.LT2.PON14.ONT42,2048,1150,2138,787
R1.S1.LT5.PON16.ONT47,8355940,422209,2600296,243550
R1.S1.LT7.PON10.ONT47,13280322,483829,515023,215878
R1.S1.LT5.PON16.ONT48,8112468,456181,1267570,251411
R1.S1.LT7.PON10.ONT48,26331022,1082804,1288002,551919
R1.S1.LT2.PON13.ONT41,928382,42981,138304,24063
R1.S1.LT7.PON11.ONT40,103,71,324,160
R1.S1.LT2.PON14.ONT45,1762904,75761,178267,26542
R1.S1.LT2.PON13.ONT40,1345,275,5110,2043
R1.S1.LT2.PON14.ONT43,6933063,250292,292526,106204
R1.S1.LT7.PON10.ONT41,213,75,994,305
R1.S1.LT7.PON11.ONT44,252,103,1079,348
R1.S1.LT2.PON13.ONT46,2351223,81996,64073,23399
R1.S1.LT5.PON16.ONT42,4202403,222638,1587672,150285
R1.S1.LT7.PON11.ONT41,683738,40020,75178,25983
R1.S1.LT2.PON13.ONT43,7326856,267801,432852,188909
R1.S1.LT7.PON11.ONT42,2026,1349,1384,459
R1.S1.LT2.PON13.ONT44,2713,324,6636,2147
R1.S1.LT5.PON16.ONT40,5778,655,6849,1721
R1.S1.LT7.PON10.ONT40,7243721,338353,2043612,177642
R1.S1.LT5.PON16.ONT34,56638,4977,25093,5450
R1.S1.LT7.PON10.ONT34,3452,416,7520,427
R1.S1.LT5.PON16.ONT35,16711,1468,11901,2977
R1.S1.LT7.PON10.ONT35,0,0,0,0
R1.S1.LT7.PON11.ONT34,14932,4303,114172,6559
R1.S1.LT5.PON16.ONT32,143661,10149,37982,9195
R1.S1.LT7.PON10.ONT32,14177693,519247,936561,353294
R1.S1.LT7.PON11.ONT35,1857,443,2876,945
R1.S1.LT5.PON16.ONT33,88,60,327,165
R1.S1.LT7.PON10.ONT33,1105395,43302,57589,16310
R1.S1.LT7.PON11.ONT32,465500,149239,4750021,204260
R1.S1.LT7.PON11.ONT59,157,72,1388,456
R1.S1.LT5.PON16.ONT58,198,72,1134,370
R1.S1.LT7.PON10.ONT58,158,80,1422,433
R1.S1.LT5.PON16.ONT59,9233,917,4721,1431
R1.S1.LT7.PON10.ONT59,342203,13658,18304,5209
R1.S1.LT7.PON11.ONT58,6231610,243571,223399,85644
R1.S1.LT2.PON13.ONT52,468,219,2008,774
R1.S1.LT7.PON11.ONT51,4962013,176323,204023,94808
R1.S1.LT2.PON13.ONT53,136801,8370,134764,10242
R1.S1.LT2.PON13.ONT50,26891042,1182432,2820488,670494
R1.S1.LT2.PON13.ONT51,6974520,249072,168349,59937
R1.S1.LT2.PON13.ONT56,1876877,68343,92221,33779
R1.S1.LT5.PON16.ONT52,2540837,90823,56805,24781
R1.S1.LT7.PON10.ONT52,2799548,122237,212966,54536
R1.S1.LT7.PON11.ONT55,0,0,0,0
R1.S1.LT5.PON16.ONT53,2417521,89835,80262,27739
R1.S1.LT7.PON10.ONT53,115504,5633,15497,4692
R1.S1.LT7.PON11.ONT52,315659,17213,253739,18330
R1.S1.LT2.PON13.ONT54,735,211,2652,1060
R1.S1.LT7.PON10.ONT50,6169299,246627,370296,69529
R1.S1.LT7.PON11.ONT53,231,103,1150,368
R1.S1.LT2.PON13.ONT55,20338,2214,7365,3037
R1.S1.LT5.PON16.ONT51,222,104,1403,464
R1.S1.LT7.PON10.ONT51,11628,1117,17040,1895
R1.S1.LT7.PON11.ONT50,379,169,1792,707
R1.S1.LT5.PON16.ONT45,1157560,45361,65563,16468
R1.S1.LT7.PON10.ONT45,414840,18963,48852,9081
R1.S1.LT5.PON16.ONT46,216,100,1373,474
R1.S1.LT7.PON10.ONT46,6118,559,7059,1651
R1.S1.LT7.PON11.ONT45,2916245,109221,123109,45821
R1.S1.LT5.PON16.ONT43,6398408,228378,260865,119062
R1.S1.LT7.PON10.ONT43,2069,252,4101,915
R1.S1.LT7.PON11.ONT46,4194404,166398,327785,119199
R1.S1.LT5.PON16.ONT44,3085569,105931,71927,37699
R1.S1.LT7.PON10.ONT44,2207,233,4489,1083
R1.S1.LT7.PON11.ONT43,425,241,1177,381
R1.S1.LT7.PON11.ONT62,1732926,60716,63017,31273
R1.S1.LT5.PON16.ONT64,4340,1048,16017,6936
R1.S1.LT5.PON16.ONT61,263,100,951,310
R1.S1.LT7.PON10.ONT61,175,70,1247,395
R1.S1.LT7.PON11.ONT61,51858079,1835953,499793,240598
R1.S1.LT5.PON16.ONT56,2742868,96342,70173,27196
R1.S1.LT7.PON10.ONT56,0,0,0,0
R1.S1.LT5.PON16.ONT57,4059300,169891,266240,91532
R1.S1.LT7.PON11.ONT56,2977779,106324,131700,60069
R1.S1.LT5.PON16.ONT54,62,41,302,147
R1.S1.LT7.PON10.ONT54,1456,308,4233,1676
R1.S1.LT7.PON11.ONT57,309442,11565,10494,3284
R1.S1.LT5.PON16.ONT55,248,85,1245,427
R1.S1.LT7.PON10.ONT55,38021355,1330083,735186,331393
R1.S1.LT7.PON11.ONT54,35317,2878,13110,3336
R1.S1.LT5.PON16.ONT60,9799879,399304,3026994,306590
R1.S1.LT7.PON10.ONT60,364,204,1288,421
R1.S1.LT7.PON11.ONT60,1453009,52150,71070,30768
